stop_id                     , stop_name                           , latitude          , longitude        , locality          , zone                , active
STOP_GGN_ASHOK_C2_413       , Ashok Vihar C2 Gate                 ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC5_CIRCLE_414    , Sec 5 Circle                        , 28.484545367882816, 77.018494832737  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_PALM_C1_415        , Palm C 1 Gate                       ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_RAM_MANDIR_416     , Ram Mandir Chowk                    ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_PALAM_CENTRAL_417  , Palam Central Chowk                 , 28.503517604589906, 77.06862773376363, Gurgaon           , GURGAON             , TRUE
STOP_GGN_REZANG_LA_418      , Rezangla Chowk/Sec 23 A             , 28.51049263646896 , 77.04189846041797, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC23B_419         , Sector 23 B                         ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC23C_420         , Sector 23 C                         ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC22_23_MKT_421   , Sec 22-23 Market                    ,                   ,                  , Gurgaon           , GURGAON             , TRUE
STOP_GGN_MARUTI_G2_422      , Maruti Gate No.2                    , 28.36926678066271 , 76.89048695492588, Gurgaon           , GURGAON             , TRUE
STOP_GGN_DUNDHAHERA_423     , Dundhahera Krishna Chowk            , 28.50972518488136 , 77.07965139798819, Gurgaon           , GURGAON             , TRUE
STOP_GGN_PARK_VIEW_424      , Park View Residence                 , 28.49812746787937 , 77.02282957022328, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SAMRAT_425         , Samrat Garden                       , 28.491193147205582, 77.01972504567753, Gurgaon           , GURGAON             , TRUE
STOP_GGN_ASHOK_P2_426       , Ashok Vihar P 2                     , 28.48505390194848 , 77.01893923902145, Gurgaon           , GURGAON             , TRUE
STOP_GGN_SEC05_427          , Sector-05                           , 28.477715344338   , 77.01606486695995, Gurgaon           , GURGAON             , TRUE
